"dateStats","dateSlots","totalVaccinationsLastWeek","totalVaccinationsSecondLastWeek","totalYesterdayFirstVaccinated","freeSlots","totalCertificationAgreement","freeSlotsBooster","boosterReleased","baseImmunized","personBoostered"
"2022-01-07T14:15:00","2022-01-07T14:15:00","40534","47731","425","10471","874015","89498","272658","727133","337268"
